ProcessID,count,NewProcessName,ProcessName,Application
1392,41941,,,\device\harddiskvolume3\windows\system32\svchost.exe
4,26263,,,System
6116,21270,,,\device\harddiskvolume3\program files (x86)\amiya\amepagt\amepagt.exe
1264,17565,,,\device\harddiskvolume3\windows\system32\svchost.exe
2572,11720,,,\device\harddiskvolume3\program files (x86)\amiya\amepagt\amepagt.exe
8596,10640,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
5760,5867,,,\device\harddiskvolume3\windows\system32\svchost.exe
11044,5224,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
8200,3578,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
1452,2569,,,
0x0000000000001c04,2560,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x00000000000023c8,2430,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
692,1848,,,\device\harddiskvolume3\windows\system32\lsass.exe
3124,1812,,,\device\harddiskvolume3\windows\system32\svchost.exe
9244,1797,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
0x0000000000002194,1342,C:\Windows\System32\RuntimeBroker.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
680,1057,,,\device\harddiskvolume3\windows\system32\lsass.exe
0x00000000000002a8,880,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,
0x0000000000001a20,874,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\poqexec.exe,
0x00000000000002b4,818,C:\Windows\System32\svchost.exe,C:\Windows\System32\lsass.exe,
2884,814,,,\device\harddiskvolume3\windows\system32\svchost.exe
2712,796,,,\device\harddiskvolume3\windows\system32\svchost.exe
1776,796,,,
0x00000000000002ac,767,,Advapi,
3696,727,,,\device\harddiskvolume3\xampp\apache\bin\httpd.exe
3108,525,,,\device\harddiskvolume3\windows\system32\svchost.exe
5524,522,,,\device\harddiskvolume3\windows\system32\svchost.exe
3960,507,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000000324,506,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,C:\Windows\System32\svchost.exe,
7172,486,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
0x0000000000001e88,430,C:\Windows\System32\svchost.exe,C:\Windows\System32\taskhostw.exe,
0x00000000000002a0,364,C:\Windows\System32\services.exe,Advapi,
7428,350,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000000,339,,Kerberos,
4692,310,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
2676,206,,,\device\harddiskvolume3\windows\system32\svchost.exe
1128,198,,,\device\harddiskvolume3\windows\system32\svchost.exe
5428,196,,,\device\harddiskvolume3\windows\system32\svchost.exe
9316,184,,,\device\harddiskvolume3\program files (x86)\microsoft\edge\application\msedge.exe
1048,145,,,\device\harddiskvolume3\windows\system32\svchost.exe
5968,142,,,\device\harddiskvolume3\windows\system32\svchost.exe
5820,140,,,
7556,120,,,\device\harddiskvolume3\windows\systemapps\microsoft.windows.search_cw5n1h2txyewy\searchapp.exe
524,113,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000318,100,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002008,92,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
2796,77,,,\device\harddiskvolume3\windows\system32\svchost.exe
3620,74,,,\device\harddiskvolume3\windows\system32\svchost.exe
448,71,,,\device\harddiskvolume3\windows\system32\svchost.exe
8360,68,,,\device\harddiskvolume3\windows\system32\svchost.exe
5388,65,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\onedrive.exe
0x0000000000000c50,53,C:\Windows\System32\svchost.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,
0x00000000000018e0,52,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\explorer.exe,
4948,48,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001cd0,47,,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,
10616,47,,,\device\harddiskvolume3\windows\system32\svchost.exe
5016,46,,,\device\harddiskvolume3\windows\system32\svchost.exe
2684,45,,,\device\harddiskvolume3\windows\system32\svchost.exe
8584,43,,,\device\harddiskvolume3\windows\system32\svchost.exe
348,43,,,\device\harddiskvolume3\windows\system32\svchost.exe
988,42,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
10264,41,,,\device\harddiskvolume3\windows\system32\svchost.exe
6368,40,,,\device\harddiskvolume3\windows\explorer.exe
10208,39,,,\device\harddiskvolume3\windows\system32\svchost.exe
3404,39,,,\device\harddiskvolume3\windows\system32\svchost.exe
9668,39,,,\device\harddiskvolume3\windows\system32\svchost.exe
3484,36,,,\device\harddiskvolume3\windows\system32\svchost.exe
936,34,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
5192,33,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
1828,32,,,\device\harddiskvolume3\windows\system32\svchost.exe
544,32,,,\device\harddiskvolume3\windows\system32\svchost.exe
4908,32,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
11248,32,,,\device\harddiskvolume3\windows\system32\svchost.exe
10420,31,,,\device\harddiskvolume3\windows\system32\svchost.exe
6476,29,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000005b0,29,,C:\Windows\System32\svchost.exe,
10720,29,,,\device\harddiskvolume3\windows\system32\svchost.exe
1068,29,,,\device\harddiskvolume3\windows\system32\svchost.exe
4108,29,,,\device\harddiskvolume3\windows\system32\svchost.exe
4752,29,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
5744,28,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
2940,28,,,\device\harddiskvolume3\windows\system32\svchost.exe
2904,27,,,\device\harddiskvolume3\windows\system32\svchost.exe
3192,27,,,\device\harddiskvolume3\windows\system32\svchost.exe
3064,26,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
4580,26,,,\device\harddiskvolume3\windows\system32\svchost.exe
5868,26,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
5984,26,,,
4376,26,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001890,26,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.19041.3989_none_7ddb45627cb30e03\TiWorker.exe,
8168,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
9136,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
5352,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
2232,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
2844,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
2240,25,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000580,24,,C:\Windows\System32\svchost.exe,
3044,24,,,\device\harddiskvolume3\windows\system32\svchost.exe
10588,24,,,\device\harddiskvolume3\windows\system32\svchost.exe
1680,24,,,\device\harddiskvolume3\windows\system32\svchost.exe
1144,24,,,\device\harddiskvolume3\windows\system32\svchost.exe
3304,24,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
8676,23,,,\device\harddiskvolume3\windows\system32\svchost.exe
8332,23,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
6036,23,,,\device\harddiskvolume3\windows\system32\svchost.exe
2320,23,,,\device\harddiskvolume3\windows\system32\svchost.exe
908,23,,,\device\harddiskvolume3\windows\system32\svchost.exe
6844,23,,,\device\harddiskvolume3\windows\system32\backgroundtransferhost.exe
7564,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
5332,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
9992,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
568,22,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\onedrive.exe
10612,22,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
5788,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
4016,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
3888,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
3208,22,,,\device\harddiskvolume3\windows\system32\svchost.exe
4696,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000aec,21,C:\Windows\System32\svchost.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3576,21,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
5548,21,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
7756,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
5048,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
9968,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
1896,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
6056,21,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000768,21,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000724,21,C:\Windows\System32\svchost.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x0000000000001e1c,20,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\RuntimeBroker.exe,
0x0000000000001fe8,20,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
7024,20,,,\device\harddiskvolume3\windows\system32\svchost.exe
2868,20,,,\device\harddiskvolume3\windows\system32\openssh\sshd.exe
5920,20,,,\device\harddiskvolume3\windows\system32\svchost.exe
9620,20,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
2772,19,,,\device\harddiskvolume3\windows\system32\svchost.exe
3096,19,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000015c0,19,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,C:\Windows\System32\VSSVC.exe,
0x0000000000000ec8,19,C:\Windows\System32\svchost.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
2028,19,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
3972,19,,,
10900,19,,,\device\harddiskvolume3\windows\system32\curl.exe
548,19,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
3628,19,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
4368,18,,,
4088,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
7284,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
2144,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
1648,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000004e0,18,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,
5852,18,,,\device\harddiskvolume3\windows\system32\sihclient.exe
5308,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000c6c,18,C:\Windows\System32\svchost.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3728,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
5408,18,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000132c,17,C:\Program Files\RUXIM\RUXIMICS.exe,C:\Windows\System32\VSSVC.exe,
5932,17,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
3984,17,,,\device\harddiskvolume3\windows\system32\compattelrunner.exe
6156,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
6432,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
8008,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
3344,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
5712,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
6900,17,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
5432,17,,,
6112,17,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
4456,17,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000674,17,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
4532,17,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
9432,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
9920,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
8456,17,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002168,16,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000016d8,16,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\VSSVC.exe,
3036,16,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\onedrive\update\onedrivesetup.exe
2808,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002b28,16,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
4756,16,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
4676,16,,,
0x0000000000001418,16,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
7044,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002504,16,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
10488,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002bec,16,C:\Windows\System32\svchost.exe,C:\Windows\System32\RuntimeBroker.exe,
5828,16,,,\device\harddiskvolume3\users\taro\appdata\local\microsoft\edgeupdate\microsoftedgeupdate.exe
7868,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
10160,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000028b4,16,C:\Program Files\RUXIM\PLUGScheduler.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
1160,16,,,
11048,16,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
2148,16,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
1960,16,,,\device\harddiskvolume3\windows\system32\svchost.exe
5208,16,,,\device\harddiskvolume3\users\taro\appdata\local\programs\python\python311\python.exe
0x0000000000002108,16,C:\Windows\System32\svchost.exe,C:\Windows\System32\backgroundTaskHost.exe,
8572,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
2032,15,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
7184,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
7288,15,,,
0x0000000000001750,15,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
11032,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
1812,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
8964,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
1904,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
8872,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
9172,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
6512,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000244c,15,C:\Windows\System32\CompatTelRunner.exe,C:\Windows\System32\backgroundTaskHost.exe,
6196,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
10056,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
10068,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
3424,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
10580,15,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
2256,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
4588,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
3676,15,,,\device\harddiskvolume3\xampp\apache\bin\httpd.exe
7668,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
7680,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000910,15,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
2188,15,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
6012,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
5940,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
7944,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
7784,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
8064,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
9444,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001a64,15,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
9320,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
9820,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
9760,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
3436,15,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
3460,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000028f4,15,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000001fbc,15,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
5472,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
5380,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
10052,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
11188,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
4052,15,,,\device\harddiskvolume3\windows\system32\rundll32.exe
4796,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002a58,15,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
6812,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
2964,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
3488,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000153c,15,C:\Windows\System32\taskhostw.exe,C:\Windows\System32\taskhostw.exe,
8264,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
4048,15,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000198,14,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,
8336,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001d84,14,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe,
5344,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
1612,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001298,14,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
3688,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
1044,14,,,\device\harddiskvolume3\windows\system32\mousocoreworker.exe
0x0000000000001f1c,14,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Windows\System32\backgroundTaskHost.exe,
672,14,,,\device\harddiskvolume3\windows\system32\services.exe
6840,14,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
1248,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
5808,14,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
0x0000000000002464,14,C:\Windows\System32\conhost.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
5296,14,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
532,14,,,\device\harddiskvolume3\windows\system32\wininit.exe
5132,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
3308,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
5864,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
2404,14,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
4396,14,,,\device\harddiskvolume3\windows\system32\svchost.exe
6048,14,,,\device\harddiskvolume3\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe
0x00000000000016e8,14,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
0x0000000000002790,14,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.040.0225.0003\FileCoAuth.exe,C:\Windows\System32\RuntimeBroker.exe,
2704,14,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
2416,14,,,\device\harddiskvolume3\windows\system32\spoolsv.exe
0x00000000000000d4,14,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\backgroundTaskHost.exe,
0x0000000000000608,13,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
1768,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
11236,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002020,13,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
2016,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x000000000000129c,13,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
704,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
7292,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
5164,13,,,
3872,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
4984,13,,,
0x0000000000002380,13,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000013f0,13,C:\Windows\System32\conhost.exe,C:\Windows\System32\winlogon.exe,
3636,13,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
0x0000000000001768,13,C:\Windows\System32\conhost.exe,C:\Windows\System32\conhost.exe,
0x000000000000203c,13,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
8036,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
10680,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
1672,13,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000001edc,13,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
5568,13,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
1556,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x00000000000025e0,13,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3712,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
6896,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002200,13,C:\Windows\System32\svchost.exe,C:\Windows\System32\VSSVC.exe,
0x0000000000001c44,13,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\VSSVC.exe,
8668,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
1120,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001e9c,13,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
0x00000000000018bc,13,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\VSSVC.exe,
0x0000000000002974,13,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
408,13,,,\device\harddiskvolume3\windows\system32\svchost.exe
868,12,,,\device\harddiskvolume3\windows\system32\sihclient.exe
0x00000000000029e8,12,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
4472,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000002b24,12,C:\Windows\System32\SearchFilterHost.exe,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,
0x0000000000001c10,12,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,Advapi,
976,12,,,
0x0000000000001c68,12,C:\Users\taro\AppData\Local\Microsoft\OneDrive\24.025.0204.0003\FileCoAuth.exe,C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe,
0x0000000000001c74,12,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
2720,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000000bf8,12,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe,
10848,12,,,\device\harddiskvolume3\windows\system32\taskhostw.exe
3500,12,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x00000000000016e0,12,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\svchost.exe,
788,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
5552,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
10936,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
0x0000000000001f7c,12,C:\Windows\System32\backgroundTaskHost.exe,C:\Windows\System32\backgroundTaskHost.exe,
1568,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
1340,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
3372,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
3180,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
10480,12,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
0x0000000000000df4,12,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
5124,12,,,
3624,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
3752,12,,,\device\harddiskvolume3\windows\system32\backgroundtaskhost.exe
3780,12,,,
5372,12,,,\device\harddiskvolume3\windows\system32\dsregcmd.exe
0x0000000000000764,12,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Users\taro\AppData\Local\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,
3216,12,,,
4912,12,,,\device\harddiskvolume3\windows\system32\svchost.exe
5064,12,,,
0x00000000000028c4,12,C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,C:\Windows\System32\backgroundTaskHost.exe,
